# time_fs temperature_K pressure_eV_per_A3 total_energy_eV
0.000000000000000000e+00 3.943469998820856745e+03 1.020191902974802722e-01 -2.509433853990845478e+02
1.000000000000000000e+00 3.940229094926806738e+03 1.009977047850405402e-01 -2.507330698751453610e+02
2.000000000000000000e+00 3.937686766172811076e+03 1.047758168531770367e-01 -2.505571583815012104e+02
3.000000000000000000e+00 3.936005144882333298e+03 1.077881793826734602e-01 -2.503143716187696839e+02
4.000000000000000000e+00 3.935350562013240960e+03 1.083432830678860981e-01 -2.500757864609720116e+02
5.000000000000000000e+00 3.936016168871632999e+03 1.116607059038353805e-01 -2.498293521929375629e+02
6.000000000000000000e+00 3.938450137172511404e+03 1.089275519109797752e-01 -2.495882158242837079e+02
7.000000000000000000e+00 3.943277084039616057e+03 1.225576781016602945e-01 -2.493953600211773107e+02
8.000000000000000000e+00 3.951121831449616820e+03 1.286694480446343436e-01 -2.492119536945006928e+02
9.000000000000000000e+00 3.962421330840027167e+03 1.298269852009384662e-01 -2.490769293810882345e+02
1.000000000000000000e+01 3.977171183997375010e+03 1.304935679390777092e-01 -2.490258920600645354e+02
1.100000000000000000e+01 3.994718573998080956e+03 1.310029923000272378e-01 -2.490013881368590773e+02
1.200000000000000000e+01 4.013831141342742740e+03 1.296012444068819214e-01 -2.490385887916167746e+02
1.300000000000000000e+01 4.033056182581392477e+03 1.298285959462174843e-01 -2.491440243520688966e+02
1.400000000000000000e+01 4.051081536802154915e+03 1.259692747175800154e-01 -2.493395663455098088e+02
1.500000000000000000e+01 4.067028097167255964e+03 1.483166248463780312e-01 -2.495314828083159568e+02
1.600000000000000000e+01 4.080677847626006496e+03 1.466625383891573264e-01 -2.497842189686928975e+02
1.700000000000000000e+01 4.092388880603092275e+03 1.425985906029803574e-01 -2.501026856036133097e+02
1.800000000000000000e+01 4.102956846597438016e+03 1.325145478537049226e-01 -2.504417981379338300e+02
1.900000000000000000e+01 4.113483164881471566e+03 1.331047485430506827e-01 -2.508316536312346727e+02
2.000000000000000000e+01 4.125114545785463633e+03 1.330805946567801545e-01 -2.512223221311234340e+02
2.100000000000000000e+01 4.138802353224402395e+03 1.327908529687744643e-01 -2.516872545468292515e+02
2.200000000000000000e+01 4.155020727136468849e+03 1.275001147950805547e-01 -2.521543559588808705e+02
2.300000000000000000e+01 4.173623178796255161e+03 1.351405883330816515e-01 -2.526560291311812989e+02
2.400000000000000000e+01 4.193698211146924223e+03 1.271628745199667176e-01 -2.533186730953338497e+02
2.500000000000000000e+01 4.213615468560543377e+03 1.337594940264031640e-01 -2.539844318948039756e+02
2.600000000000000000e+01 4.231290076185146972e+03 1.334849052384931289e-01 -2.546850303689840587e+02
2.700000000000000000e+01 4.244470862511969244e+03 1.339980360582464225e-01 -2.554848121580304792e+02
2.800000000000000000e+01 4.251171736852892536e+03 1.354777235601555274e-01 -2.562531189772446396e+02
2.900000000000000000e+01 4.249976394256967069e+03 1.327286456520608005e-01 -2.570855278116467844e+02
3.000000000000000000e+01 4.240255932004010901e+03 1.329734707524467263e-01 -2.579063512930368915e+02
3.100000000000000000e+01 4.222227512103496338e+03 1.224015816224640896e-01 -2.587114233718234573e+02
3.200000000000000000e+01 4.196901367925202067e+03 1.235206109542681674e-01 -2.593387853837219836e+02
3.300000000000000000e+01 4.165933868494924354e+03 1.244621370921725062e-01 -2.599309121858134972e+02
3.400000000000000000e+01 4.131473969996618507e+03 1.153059604228973550e-01 -2.603928664609074985e+02
3.500000000000000000e+01 4.095988822853354577e+03 1.186727662889458940e-01 -2.607934819209636998e+02
3.600000000000000000e+01 4.062042608702511643e+03 1.174384180896621138e-01 -2.610540973919930821e+02
3.700000000000000000e+01 4.031980308980418613e+03 1.152923180562346606e-01 -2.611842294181743114e+02
3.800000000000000000e+01 4.007667863538344136e+03 1.101041000643167289e-01 -2.612403824264994228e+02
3.900000000000000000e+01 3.990165489461892321e+03 1.120177561171935149e-01 -2.612679150090766598e+02
4.000000000000000000e+01 3.979522451760185959e+03 1.048593162336924484e-01 -2.611579208135296994e+02
4.100000000000000000e+01 3.974814177816685969e+03 1.109225837374305940e-01 -2.610757282587507575e+02
4.200000000000000000e+01 3.974402412119138262e+03 1.091413843193878158e-01 -2.609862441226708825e+02
4.300000000000000000e+01 3.976419086023019645e+03 1.108796958560993584e-01 -2.609243197596335335e+02
4.400000000000000000e+01 3.979250075928799561e+03 1.125902717523698665e-01 -2.608709638610840784e+02
4.500000000000000000e+01 3.981823450345132642e+03 1.141216067523450617e-01 -2.608187527863617561e+02
4.600000000000000000e+01 3.983591185444106031e+03 1.154850950415267224e-01 -2.607617321589588641e+02
4.700000000000000000e+01 3.984336610157321957e+03 1.197756244627245503e-01 -2.607087763041103017e+02
4.800000000000000000e+01 3.983912237758606807e+03 1.142761684516563486e-01 -2.606521829385735600e+02
4.900000000000000000e+01 3.982170982210877355e+03 1.155193694688384648e-01 -2.605438565798762056e+02
5.000000000000000000e+01 3.978933316213651779e+03 1.176662976282855377e-01 -2.604750060412414996e+02
5.100000000000000000e+01 3.974091648984666335e+03 1.231942902163779552e-01 -2.604004424332588883e+02
5.200000000000000000e+01 3.967748591150638731e+03 1.234173746525283888e-01 -2.603229219067449094e+02
5.300000000000000000e+01 3.960254131144577514e+03 1.103044486001619751e-01 -2.602300181096295546e+02
5.400000000000000000e+01 3.952192457377336268e+03 1.103789826998457929e-01 -2.600629852876058408e+02
5.500000000000000000e+01 3.944241075628375711e+03 1.122728648078852309e-01 -2.599090985716246678e+02
5.600000000000000000e+01 3.937077017475396133e+03 1.131735028260649339e-01 -2.597020228583659218e+02
5.700000000000000000e+01 3.931239693366791016e+03 1.135785573153736544e-01 -2.594813796186533637e+02
5.800000000000000000e+01 3.927093274378881233e+03 1.182583880688904687e-01 -2.592523578721094850e+02
5.900000000000000000e+01 3.924779051716083359e+03 1.265492665207535450e-01 -2.589768855807494674e+02
6.000000000000000000e+01 3.924259718522647290e+03 1.349019810396958341e-01 -2.587130384818372022e+02
6.100000000000000000e+01 3.925377273316215451e+03 1.337729584383958448e-01 -2.584624643263323378e+02
6.200000000000000000e+01 3.927920748804102914e+03 1.319878545451127760e-01 -2.582142904120889852e+02
6.300000000000000000e+01 3.931674487068701637e+03 1.324598231166236317e-01 -2.579928575579156131e+02
6.400000000000000000e+01 3.936455691066148120e+03 1.292723043834180241e-01 -2.578218449045714351e+02
6.500000000000000000e+01 3.942146963770303046e+03 1.233006727593442681e-01 -2.576244589832292036e+02
6.600000000000000000e+01 3.948633627451984921e+03 1.232997243717498664e-01 -2.573955197018913736e+02
6.700000000000000000e+01 3.955825453178835687e+03 1.226849252733183682e-01 -2.572414844186304208e+02
6.800000000000000000e+01 3.963569676326415447e+03 1.204818956538925845e-01 -2.571324544823752376e+02
6.900000000000000000e+01 3.971645470980487062e+03 1.199248681748819600e-01 -2.569939276876472150e+02
7.000000000000000000e+01 3.979687685764449725e+03 1.084639593838736676e-01 -2.569383233839249669e+02
7.100000000000000000e+01 3.987234686748961849e+03 1.130754787231989938e-01 -2.569407263509087898e+02
7.200000000000000000e+01 3.993684800261583405e+03 1.160040649853494310e-01 -2.569344382022976561e+02
7.300000000000000000e+01 3.998430524575136133e+03 1.176236504810531380e-01 -2.569426406298447318e+02
7.400000000000000000e+01 4.001013072784188807e+03 1.174040318245880843e-01 -2.569427955040482630e+02
7.500000000000000000e+01 4.001240246591861251e+03 1.124004652956327177e-01 -2.569352471365584165e+02
7.600000000000000000e+01 3.999257069387202137e+03 1.138986029137732392e-01 -2.569283107937070554e+02
7.700000000000000000e+01 3.995531813387099191e+03 1.143946007783045032e-01 -2.568674432540752832e+02
7.800000000000000000e+01 3.990735805772998901e+03 1.080887676660813590e-01 -2.568439719123108489e+02
7.900000000000000000e+01 3.985489070956136402e+03 1.136581387844390750e-01 -2.568155767783646297e+02
8.000000000000000000e+01 3.980197317104808008e+03 1.170360695035121967e-01 -2.567575613383897917e+02
8.100000000000000000e+01 3.974994104608030739e+03 1.202962783917178730e-01 -2.566541022449606544e+02
8.200000000000000000e+01 3.969836147077671285e+03 1.195659999759412645e-01 -2.565494341697892651e+02
8.300000000000000000e+01 3.964713444356179025e+03 1.147759896177144301e-01 -2.564396058385602828e+02
8.400000000000000000e+01 3.959840145361770738e+03 1.181519103112883690e-01 -2.563170644406759493e+02
8.500000000000000000e+01 3.955777933650568229e+03 1.065254547954480741e-01 -2.561995547564030176e+02
8.600000000000000000e+01 3.953293123343727530e+03 1.048528039094873965e-01 -2.560352014803130487e+02
8.700000000000000000e+01 3.953113921482242858e+03 1.084787996867456333e-01 -2.558826493698895206e+02
8.800000000000000000e+01 3.955611292466559917e+03 1.136160818417785157e-01 -2.556983800602651229e+02
8.900000000000000000e+01 3.960639747574815374e+03 1.151252990131005349e-01 -2.555391799392289442e+02
9.000000000000000000e+01 3.967580508736421962e+03 1.174665156512937209e-01 -2.553924444423734883e+02
9.100000000000000000e+01 3.975664422986963018e+03 1.200536775527141636e-01 -2.553390858774408798e+02
9.200000000000000000e+01 3.984239606354653915e+03 1.277203614045665792e-01 -2.552457085249257318e+02
9.300000000000000000e+01 3.992924373282277884e+03 1.318949981241527847e-01 -2.552251232950657993e+02
9.400000000000000000e+01 4.001541863712398026e+03 1.437853297507643568e-01 -2.552013659923424029e+02
9.500000000000000000e+01 4.009940117968380036e+03 1.467663745176808754e-01 -2.552219803387813499e+02
9.600000000000000000e+01 4.017787491837772450e+03 1.404306828391791440e-01 -2.552296833988642106e+02
9.700000000000000000e+01 4.024506464028589562e+03 1.414868914879083561e-01 -2.553336203216731519e+02
9.800000000000000000e+01 4.029300243746001343e+03 1.552028700038814435e-01 -2.554326463871659882e+02
9.900000000000000000e+01 4.031406531328132587e+03 1.558296166032513974e-01 -2.555389149774216548e+02
1.000000000000000000e+02 4.030274411901533767e+03 1.535459892776727397e-01 -2.556583309075127488e+02
1.010000000000000000e+02 4.025741758519210180e+03 1.488289872678909276e-01 -2.557557147804971862e+02
1.020000000000000000e+02 4.018101852722132662e+03 1.571485710752626441e-01 -2.558401790185021696e+02
1.030000000000000000e+02 4.008090264865749759e+03 1.581039771055780252e-01 -2.558946247807330963e+02
1.040000000000000000e+02 3.996761679820942845e+03 1.544584044084894858e-01 -2.558850071482557667e+02
1.050000000000000000e+02 3.985334460832784771e+03 1.596784279677095908e-01 -2.558730996905721611e+02
1.060000000000000000e+02 3.975024823111872138e+03 1.539822569268912977e-01 -2.558049181029383305e+02
1.070000000000000000e+02 3.966851796777350955e+03 1.546141227126153483e-01 -2.556541078830499032e+02
1.080000000000000000e+02 3.961522705239655807e+03 1.552886714901840215e-01 -2.555491135888339613e+02
1.090000000000000000e+02 3.959410863403446911e+03 1.548719205002845878e-01 -2.553802593808754580e+02
