# time_fs temperature_K pressure_eV_per_A3 total_energy_eV
0.000000000000000000e+00 2.014149049233637697e+03 9.246387578931930529e-02 -3.795644967678896933e+02
1.000000000000000000e+00 2.003137619871997913e+03 9.138078632161908410e-02 -3.795993696066080929e+02
2.000000000000000000e+00 1.992395322510605638e+03 8.988012783343271583e-02 -3.795900788933514605e+02
3.000000000000000000e+00 1.981941846057528437e+03 8.811925553080310336e-02 -3.795695191121678249e+02
4.000000000000000000e+00 1.971823267076535330e+03 9.139828967622658229e-02 -3.795187459495039093e+02
5.000000000000000000e+00 1.962155838516269341e+03 8.959957038197891022e-02 -3.794230754661664378e+02
6.000000000000000000e+00 1.953098698861456342e+03 9.097755503369765739e-02 -3.793042762791361611e+02
7.000000000000000000e+00 1.944921099268279704e+03 9.319889884591638085e-02 -3.791008807023572444e+02
8.000000000000000000e+00 1.937974544954884550e+03 9.043401539512158083e-02 -3.789123729966133283e+02
9.000000000000000000e+00 1.932676706819459469e+03 8.527444659656448211e-02 -3.786676598079585574e+02
1.000000000000000000e+01 1.929460154472924842e+03 8.384514220213074021e-02 -3.784489742961617935e+02
1.100000000000000000e+01 1.928715318172304023e+03 8.055027167303520363e-02 -3.782200184792401956e+02
1.200000000000000000e+01 1.930666889440979958e+03 7.987379448407734561e-02 -3.780174846281453824e+02
1.300000000000000000e+01 1.935316772642482420e+03 7.507841631084034850e-02 -3.777864471421190160e+02
1.400000000000000000e+01 1.942432221417709570e+03 7.508496101280331958e-02 -3.775755036067492938e+02
1.500000000000000000e+01 1.951573254099964743e+03 7.475085731386463261e-02 -3.773961011755458230e+02
1.600000000000000000e+01 1.962147706606698193e+03 7.846091118407516607e-02 -3.772819283091278066e+02
1.700000000000000000e+01 1.973522334720261142e+03 7.805582396129655265e-02 -3.771286369091640722e+02
1.800000000000000000e+01 1.985115731095709407e+03 7.193317472881617658e-02 -3.770617315209395883e+02
1.900000000000000000e+01 1.996482433282764987e+03 7.456070946760023910e-02 -3.770451105683315518e+02
2.000000000000000000e+01 2.007337549888735339e+03 7.354480261766341287e-02 -3.770454402744798017e+02
2.100000000000000000e+01 2.017512175589836716e+03 7.244795360106799642e-02 -3.771446810435965631e+02
2.200000000000000000e+01 2.026938979613149741e+03 7.273903061748435150e-02 -3.772284406783987833e+02
2.300000000000000000e+01 2.035642587971851981e+03 7.299046367037051453e-02 -3.773822550078680820e+02
2.400000000000000000e+01 2.043663426792766359e+03 7.524240082884779690e-02 -3.774638282352913734e+02
2.500000000000000000e+01 2.051030995123300727e+03 7.654332544948136419e-02 -3.775988917167367731e+02
2.600000000000000000e+01 2.057753258766595536e+03 8.184370819616561266e-02 -3.777772917417489111e+02
2.700000000000000000e+01 2.063794006037236159e+03 8.321817398219462369e-02 -3.779488548976165134e+02
2.800000000000000000e+01 2.069044283378276305e+03 8.410691508769009561e-02 -3.782030952331770095e+02
2.900000000000000000e+01 2.073359073150630593e+03 8.477876664019746988e-02 -3.784891237864218283e+02
3.000000000000000000e+01 2.076565422910068719e+03 8.508236639948842106e-02 -3.787036177324528126e+02
3.100000000000000000e+01 2.078440266280336800e+03 8.329893303248164793e-02 -3.789544007986530687e+02
3.200000000000000000e+01 2.078788624060284747e+03 8.081115674258812498e-02 -3.792006688319701198e+02
3.300000000000000000e+01 2.077474298203849685e+03 7.880435394972488961e-02 -3.794570742338980267e+02
