# time_fs temperature_K pressure_eV_per_A3 total_energy_eV
0.000000000000000000e+00 2.999531722889511229e+02 3.071971132679048380e-02 -4.872856999705783210e+02
1.000000000000000000e+00 3.007404014156363701e+02 3.014183332027110807e-02 -4.872857003663198725e+02
2.000000000000000000e+00 3.015881319405480099e+02 3.137385262382683809e-02 -4.872896957522746675e+02
3.000000000000000000e+00 3.024859747473111611e+02 3.167258669275958144e-02 -4.873216784442046219e+02
4.000000000000000000e+00 3.034257848875022319e+02 3.188171935521418032e-02 -4.873096853127348709e+02
5.000000000000000000e+00 3.043944028493571636e+02 3.408574046359136300e-02 -4.873136841030168966e+02
6.000000000000000000e+00 3.053823915400962505e+02 3.314249182931332943e-02 -4.873056905144429152e+02
7.000000000000000000e+00 3.063807420884477892e+02 3.335239057822712155e-02 -4.872976948333063660e+02
8.000000000000000000e+00 3.073802812523342709e+02 3.343315771754581944e-02 -4.873096905737313591e+02
9.000000000000000000e+00 3.083754159075211305e+02 3.349444304218664875e-02 -4.873296782419978967e+02
1.000000000000000000e+01 3.093595433801271497e+02 3.361187491647407710e-02 -4.873376740878869100e+02
1.100000000000000000e+01 3.103268868243012548e+02 3.344563015857496963e-02 -4.873296779989183278e+02
1.200000000000000000e+01 3.112735669106127716e+02 3.250806477190671534e-02 -4.873336753259802663e+02
1.300000000000000000e+01 3.121964380741206924e+02 3.224706756297292254e-02 -4.873336780703004933e+02
1.400000000000000000e+01 3.130942523287032486e+02 2.983136431356643581e-02 -4.873656615790982869e+02
1.500000000000000000e+01 3.139647855980408053e+02 2.844141781249740278e-02 -4.873656619183083762e+02
1.600000000000000000e+01 3.148061557560689039e+02 2.744059031134082893e-02 -4.873576652769902466e+02
1.700000000000000000e+01 3.156171858479060575e+02 2.852572137483440004e-02 -4.873536679569376133e+02
1.800000000000000000e+01 3.163969897030712559e+02 2.850434907292850525e-02 -4.873776550868119557e+02
1.900000000000000000e+01 3.171441608810847583e+02 2.775217874925616293e-02 -4.873816516645721890e+02
2.000000000000000000e+01 3.178579346916084774e+02 2.804264365851768734e-02 -4.873696603131495522e+02
2.100000000000000000e+01 3.185398805761086578e+02 2.710628281963030350e-02 -4.873696602557970436e+02
2.200000000000000000e+01 3.191916329297105221e+02 2.807181457502718261e-02 -4.873776549026640055e+02
2.300000000000000000e+01 3.198141739518720783e+02 2.871952472983076154e-02 -4.873776564621966259e+02
2.400000000000000000e+01 3.204069032017453083e+02 2.782026061987631985e-02 -4.873736574742570156e+02
2.500000000000000000e+01 3.209691561165687403e+02 2.802134569754952814e-02 -4.873696574098584620e+02
2.600000000000000000e+01 3.215020891322953389e+02 3.042822734426309586e-02 -4.873576615661474989e+02
2.700000000000000000e+01 3.220052912201610411e+02 3.059428383620345013e-02 -4.873896437735710379e+02
2.800000000000000000e+01 3.224783699132891570e+02 3.080542791359486277e-02 -4.873856493071111231e+02
2.900000000000000000e+01 3.229216646605957521e+02 3.080648379349601104e-02 -4.873896478802853380e+02
3.000000000000000000e+01 3.233341744353046465e+02 3.233013846360381638e-02 -4.873896474642795056e+02
3.100000000000000000e+01 3.237120322747113619e+02 3.149081459625366342e-02 -4.873896465078908591e+02
3.200000000000000000e+01 3.240541508196311042e+02 3.188088448590008228e-02 -4.873856489013337523e+02
3.300000000000000000e+01 3.243618029773184617e+02 3.163840482493836953e-02 -4.873976397699383938e+02
3.400000000000000000e+01 3.246329906929752838e+02 3.273192974004657252e-02 -4.874176282559687365e+02
3.500000000000000000e+01 3.248659024904167723e+02 3.259338857473807749e-02 -4.874136316784647533e+02
3.600000000000000000e+01 3.250546974368647852e+02 3.143461585313288287e-02 -4.874096328834468750e+02
3.700000000000000000e+01 3.252001781025645641e+02 3.092572916915698605e-02 -4.874096324185065328e+02
3.800000000000000000e+01 3.252989125421275389e+02 3.263437546340740986e-02 -4.873976392898039762e+02
3.900000000000000000e+01 3.253474757647291540e+02 3.302298541745652544e-02 -4.873976416593376939e+02
4.000000000000000000e+01 3.253393945681306718e+02 3.143449238409502799e-02 -4.874256249377975792e+02
