# k_1_per_A S_k
1.000000000000000056e-01 2.571339183170407772e+00
1.397993311036789255e-01 2.320023247418401269e+00
1.795986622073578731e-01 2.007991132310904536e+00
2.193979933110368208e-01 1.652609112336002495e+00
2.591973244147157684e-01 1.273229568337187034e+00
2.989966555183947161e-01 8.899000852824530128e-01
3.387959866220736083e-01 5.220519700998823565e-01
3.785953177257525004e-01 1.872641018646777900e-01
4.183946488294314481e-01 -9.980939779329855988e-02
4.581939799331103957e-01 -3.282734523046706432e-01
4.979933110367893434e-01 -4.915338977751082528e-01
5.377926421404682911e-01 -5.875162643040809929e-01
5.775919732441472387e-01 -6.185563808505967209e-01
6.173913043478260754e-01 -5.909830316632171954e-01
6.571906354515050230e-01 -5.144358943771540904e-01
6.969899665551839707e-01 -4.009808566334391866e-01
7.367892976588629184e-01 -2.640981100361323719e-01
7.765886287625418660e-01 -1.176252319364841092e-01
8.163879598662208137e-01 2.526256671784687935e-02
8.561872909698997614e-01 1.529594907851425933e-01
8.959866220735787090e-01 2.561604345167851626e-01
9.357859531772575457e-01 3.283704355469041491e-01
9.755852842809364933e-01 3.661662577713256095e-01
1.015384615384615552e+00 3.692052082701334781e-01
1.055183946488294389e+00 3.399967837635226031e-01
1.094983277591973447e+00 2.834708652523483252e-01
1.134782608695652284e+00 2.063905102031917682e-01
1.174581939799331343e+00 1.166668966477957259e-01
1.214381270903010179e+00 2.263808907268505255e-02
1.254180602006689238e+00 -6.762804011375989077e-02
1.293979933110368075e+00 -1.469527623893751578e-01
1.333779264214047133e+00 -2.095438828544302634e-01
1.373578595317725970e+00 -2.513416560335506311e-01
1.413377926421404807e+00 -2.701984331504885262e-01
1.453177257525083865e+00 -2.658924936646305248e-01
1.492976588628762702e+00 -2.399904980040268310e-01
1.532775919732441761e+00 -1.955845245286242928e-01
1.572575250836120597e+00 -1.369378299641177410e-01
1.612374581939799656e+00 -6.907778131856456838e-02
1.652173913043478493e+00 2.625262284354112907e-03
1.691973244147157551e+00 7.285770031220950571e-02
1.731772575250836388e+00 1.367120713753490202e-01
1.771571906354515225e+00 1.899656228502484279e-01
1.811371237458194283e+00 2.292772664012628914e-01
1.851170568561873120e+00 2.523017116763139889e-01
1.890969899665552179e+00 2.577280784493924948e-01
1.930769230769231015e+00 2.452568430007299183e-01
1.970568561872910074e+00 2.155329786238329159e-01
2.010367892976588688e+00 1.700543255034540069e-01
2.050167224080267747e+00 1.110726361940037599e-01
2.089966555183946806e+00 4.150077875000035554e-02
2.129765886287625865e+00 -3.516609727938546648e-02
2.169565217391304479e+00 -1.149141608926613767e-01
2.209364548494983538e+00 -1.932644383093493623e-01
2.249163879598662596e+00 -2.653268861700448511e-01
2.288963210702341655e+00 -3.258691936418423030e-01
2.328762541806020270e+00 -3.694156968073465386e-01
2.368561872909699328e+00 -3.903902739313913628e-01
2.408361204013378387e+00 -3.833129070930281213e-01
2.448160535117057002e+00 -3.430531132293672680e-01
2.487959866220736060e+00 -2.651353357345374029e-01
2.527759197324415119e+00 -1.460825510397942839e-01
2.567558528428094178e+00 1.622417067084835907e-02
2.607357859531772792e+00 2.221995283836339929e-01
2.647157190635451851e+00 4.702553832350033769e-01
2.686956521739130910e+00 7.565853375217846954e-01
2.726755852842809524e+00 1.075066029595128203e+00
2.766555183946488583e+00 1.417302738136889451e+00
2.806354515050167642e+00 1.772837403091830133e+00
2.846153846153846700e+00 2.129524783403394572e+00
2.885953177257525315e+00 2.474068175213355314e+00
2.925752508361204374e+00 2.792691160097576120e+00
2.965551839464883432e+00 3.071907641607325878e+00
3.005351170568562047e+00 3.299340378109399285e+00
3.045150501672241106e+00 3.464529629008409994e+00
3.084949832775920164e+00 3.559669446735852727e+00
3.124749163879599223e+00 3.580210251199988924e+00
3.164548494983277838e+00 3.525272853315442045e+00
3.204347826086956896e+00 3.397830797213501786e+00
3.244147157190635955e+00 3.204634026500381871e+00
3.283946488294315014e+00 2.955866267582626161e+00
3.323745819397993628e+00 2.664549630785168155e+00
3.363545150501672687e+00 2.345731000208777672e+00
3.403344481605351746e+00 2.015503982987095988e+00
3.443143812709030360e+00 1.689935771449400104e+00
3.482943143812709419e+00 1.383978737573724249e+00
3.522742474916388478e+00 1.110450816668158591e+00
3.562541806020067536e+00 8.791661358741459376e-01
3.602341137123746151e+00 6.962878638022080846e-01
3.642140468227425210e+00 5.639594549471504958e-01
3.681939799331104268e+00 4.802494548974584054e-01
3.721739130434782883e+00 4.394204218431772002e-01
3.761538461538461942e+00 4.325062675991933059e-01
3.801337792642141000e+00 4.481565882054219241e-01
3.841137123745820059e+00 4.736835203263839444e-01
3.880936454849498674e+00 4.962283380522939380e-01
3.920735785953177732e+00 5.039530644408928284e-01
3.960535117056856791e+00 4.871579876946948717e-01
4.000334448160534961e+00 4.392297111954975852e-01
4.040133779264214020e+00 3.573361287674611253e-01
4.079933110367893079e+00 2.428037249356476135e-01
4.119732441471572137e+00 1.011374528771750159e-01
4.159531772575251196e+00 -5.832778225009915829e-02
4.199331103678930255e+00 -2.231246028537097192e-01
4.239130434782608425e+00 -3.786506157684959017e-01
4.278929765886287484e+00 -5.093906199521351930e-01
4.318729096989966543e+00 -6.002676513319258333e-01
4.358528428093645601e+00 -6.380136466593038236e-01
4.398327759197324660e+00 -6.124458448707574831e-01
4.438127090301003719e+00 -5.175395959174995397e-01
4.477926421404682777e+00 -3.522018432670317445e-01
4.517725752508360948e+00 -1.206712748310809769e-01
4.557525083612040007e+00 1.675005945557113129e-01
4.597324414715719065e+00 4.979004912966770169e-01
4.637123745819398124e+00 8.521151910662277951e-01
4.676923076923077183e+00 1.208949066499172886e+00
4.716722408026756241e+00 1.545912404835159126e+00
4.756521739130435300e+00 1.840871647745338624e+00
4.796321070234113471e+00 2.073736942921604598e+00
4.836120401337792529e+00 2.228056157714194629e+00
4.875919732441471588e+00 2.292388460074954004e+00
4.915719063545150647e+00 2.261344592124778785e+00
4.955518394648829705e+00 2.136204117857223306e+00
4.995317725752508764e+00 1.925050554233997957e+00
5.035117056856187823e+00 1.642401117348295969e+00
5.074916387959865993e+00 1.308346116358016120e+00
5.114715719063545052e+00 9.472508616627116629e-01
5.154515050167224111e+00 5.861073740029890677e-01
5.194314381270903169e+00 2.526514722535818658e-01
5.234113712374582228e+00 -2.661929026285325683e-02
5.273913043478261287e+00 -2.283815209478483599e-01
5.313712374581940345e+00 -3.342314684885756559e-01
5.353511705685618516e+00 -3.321078871341924810e-01
5.393311036789297575e+00 -2.172822984087547926e-01
5.433110367892976633e+00 7.162539686582203302e-03
5.472909698996655692e+00 3.304080318874180744e-01
5.512709030100334751e+00 7.345304236615467497e-01
5.552508361204013809e+00 1.195647010460734405e+00
5.592307692307692868e+00 1.685499598787731035e+00
5.632107023411371038e+00 2.173363971789630256e+00
5.671906354515050097e+00 2.628149239611914822e+00
5.711705685618729156e+00 3.020536106013421485e+00
5.751505016722408214e+00 3.324999432698588997e+00
5.791304347826087273e+00 3.521568359889931887e+00
5.831103678929766332e+00 3.597196099351798626e+00
5.870903010033445391e+00 3.546639971673865244e+00
5.910702341137123561e+00 3.372788197144311884e+00
5.950501672240802620e+00 3.086410679177495009e+00
5.990301003344481678e+00 2.705353481195110099e+00
6.030100334448160737e+00 2.253237694916318645e+00
6.069899665551839796e+00 1.757759839309609662e+00
6.109698996655518854e+00 1.248720066405441642e+00
6.149498327759197913e+00 7.559240866688263782e-01
6.189297658862876084e+00 3.071133873221787436e-01
6.229096989966555142e+00 -7.392463946105998218e-02
6.268896321070234201e+00 -3.689293730165394969e-01
6.308695652173913260e+00 -5.663097586595127186e-01
6.348494983277592318e+00 -6.617775112651353986e-01
6.388294314381271377e+00 -6.584298508565800123e-01
6.428093645484950436e+00 -5.662826111930074902e-01
6.467892976588629494e+00 -4.012959837050515954e-01
6.507692307692307665e+00 -1.839731297326856474e-01
6.547491638795986724e+00 6.235646894962687536e-02
6.587290969899665782e+00 3.134341382052331371e-01
6.627090301003344841e+00 5.460023603085717436e-01
6.666889632107023900e+00 7.396199564859438080e-01
6.706688963210702958e+00 8.782239645699788655e-01
6.746488294314382017e+00 9.513208534991053344e-01
6.786287625418060188e+00 9.547193738953090314e-01
6.826086956521739246e+00 8.907535436295883624e-01
6.865886287625418305e+00 7.679841768360711196e-01
6.905685618729097364e+00 6.004078757845785486e-01
6.945484949832776422e+00 4.062403752201008134e-01
6.985284280936455481e+00 2.063736272986809173e-01
7.025083612040134540e+00 2.263055046239514922e-02
7.064882943143812710e+00 -1.240439214713391358e-01
7.104682274247491769e+00 -2.153130459691767751e-01
7.144481605351170828e+00 -2.369646121803912209e-01
7.184280936454849886e+00 -1.800960967651492606e-01
7.224080267558528945e+00 -4.187813575454901738e-02
7.263879598662208004e+00 1.741605187191764825e-01
7.303678929765887062e+00 4.583455617657083980e-01
7.343478260869565233e+00 7.955472415389299723e-01
7.383277591973244292e+00 1.166290963773553013e+00
7.423076923076923350e+00 1.548199101549900369e+00
7.462876254180602409e+00 1.917649780906637957e+00
7.502675585284281468e+00 2.251522689821927159e+00
7.542474916387960526e+00 2.528896600230616354e+00
7.582274247491639585e+00 2.732568619017728295e+00
7.622073578595317755e+00 2.850280659802033156e+00
7.661872909698996814e+00 2.875562913856797298e+00
7.701672240802675873e+00 2.808135165967386548e+00
7.741471571906354932e+00 2.653842097670468192e+00
7.781270903010033990e+00 2.424135382522820237e+00
7.821070234113713049e+00 2.135150464332237874e+00
7.860869565217392108e+00 1.806456639148830146e+00
7.900668896321070278e+00 1.459583039749026145e+00
7.940468227424749337e+00 1.116438527703038419e+00
7.980267558528428395e+00 7.977492313593870232e-01
8.020066889632108342e+00 5.216332269018085777e-01
8.059866220735786513e+00 3.024181585626646296e-01
8.099665551839466460e+00 1.497857116604091043e-01
8.139464882943144630e+00 6.829871646485319303e-02
8.179264214046822801e+00 5.733468244790462798e-02
8.219063545150502748e+00 1.114164285354695139e-01
8.258862876254180918e+00 2.208989231843209167e-01
8.298662207357860865e+00 3.729440382706660229e-01
8.338461538461539035e+00 5.526938240689862614e-01
8.378260869565217206e+00 7.445397358139262955e-01
8.418060200668897153e+00 9.333809016731575703e-01
8.457859531772575323e+00 1.105769176579933122e+00
8.497658862876255270e+00 1.250851776792462289e+00
8.537458193979933441e+00 1.361042440831825795e+00
8.577257525083613388e+00 1.432377443258445959e+00
8.617056856187291558e+00 1.464541121720989825e+00
8.656856187290969729e+00 1.460574382321461417e+00
8.696655518394649675e+00 1.426306451052879787e+00
8.736454849498327846e+00 1.369572689132795729e+00
8.776254180602007793e+00 1.299297748178606771e+00
8.816053511705685963e+00 1.224532430922515402e+00
8.855852842809365910e+00 1.153533731493626480e+00
8.895652173913044081e+00 1.092970748022931371e+00
8.935451505016722251e+00 1.047325265750979284e+00
8.975250836120402198e+00 1.018536182007915958e+00
9.015050167224080369e+00 1.005913439950788524e+00
9.054849498327760315e+00 1.006321913167431026e+00
9.094648829431438486e+00 1.014611003858802984e+00
9.134448160535118433e+00 1.024243756284115570e+00
9.174247491638796603e+00 1.028061935230661250e+00
9.214046822742474774e+00 1.019112223321801958e+00
9.253846153846154721e+00 9.914543342704832396e-01
9.293645484949832891e+00 9.408746735327738753e-01
9.333444816053512838e+00 8.654388128493970544e-01
9.373244147157191009e+00 7.658314948403477374e-01
9.413043478260870955e+00 6.454526651110636948e-01
9.452842809364549126e+00 5.102603034702242191e-01
9.492642140468227296e+00 3.683735688032553357e-01
9.532441471571907243e+00 2.294709584954809367e-01
9.572240802675585414e+00 1.040359669354468108e-01
9.612040133779265361e+00 2.515602853540133133e-03
9.651839464882943531e+00 -6.553594576079824208e-02
9.691638795986623478e+00 -9.225571476006422245e-02
9.731438127090301649e+00 -7.214549300361094986e-02
9.771237458193979819e+00 -2.565060277875286232e-03
9.811036789297659766e+00 1.159942212854078170e-01
9.850836120401337936e+00 2.798757372567631796e-01
9.890635451505017883e+00 4.824637965206546308e-01
9.930434782608696054e+00 7.146097680366475524e-01
9.970234113712376001e+00 9.652407410757082307e-01
1.001003344481605417e+01 1.222099434052617006e+00
1.004983277591973234e+01 1.472555039510944574e+00
1.008963210702341229e+01 1.704421074043688034e+00
1.012943143812709046e+01 1.906718214594260496e+00
1.016923076923077041e+01 2.070327158711906090e+00
1.020903010033444858e+01 2.188487909534945430e+00
