# k_1_per_A S_k
1.000000000000000056e-01 3.411353881569585411e-01
1.397993311036789255e-01 3.267482838529095490e-01
1.795986622073578731e-01 3.074446303700838490e-01
2.193979933110368208e-01 2.832230920494813731e-01
2.591973244147157684e-01 2.542125781297138731e-01
2.989966555183947161e-01 2.207335701898714975e-01
3.387959866220736083e-01 1.833496734275152917e-01
3.785953177257525004e-01 1.429013547560319397e-01
4.183946488294314481e-01 1.005152361291554719e-01
4.581939799331103957e-01 5.758446705504138841e-02
4.979933110367893434e-01 1.571842079122587332e-02
5.377926421404682911e-01 -2.333699806255773446e-02
5.775919732441472387e-01 -5.780405950512590429e-02
6.173913043478260754e-01 -8.599571159352437100e-02
6.571906354515050230e-01 -1.064463475884440680e-01
6.969899665551839707e-01 -1.180397461732918263e-01
7.367892976588629184e-01 -1.201224754320144861e-01
7.765886287625418660e-01 -1.125914696107996882e-01
8.163879598662208137e-01 -9.594595319104715081e-02
8.561872909698997614e-01 -7.129631739946895586e-02
8.959866220735787090e-01 -4.032578023022215241e-02
9.357859531772575457e-01 -5.204437032651165751e-03
9.755852842809364933e-01 3.154066735546301459e-02
1.015384615384615552e+00 6.719187685329974791e-02
1.055183946488294389e+00 9.903259449428569727e-02
1.094983277591973447e+00 1.245504402018502432e-01
1.134782608695652284e+00 1.416362949910836555e-01
1.174581939799331343e+00 1.487630765299711166e-01
1.214381270903010179e+00 1.451288387437037475e-01
1.254180602006689238e+00 1.307508337241655161e-01
1.293979933110368075e+00 1.065004071198647484e-01
1.333779264214047133e+00 7.407280711907560100e-02
1.373578595317725970e+00 3.589087396146484199e-02
1.413377926421404807e+00 -5.053222014221869784e-03
1.453177257525083865e+00 -4.540891246678246951e-02
1.492976588628762702e+00 -8.171693594369844327e-02
1.532775919732441761e+00 -1.106801842689568716e-01
1.572575250836120597e+00 -1.294355362578718527e-01
1.612374581939799656e+00 -1.358054585112868917e-01
1.652173913043478493e+00 -1.285086845630463159e-01
1.691973244147157551e+00 -1.073114346678956110e-01
1.731772575250836388e+00 -7.310430686676294698e-02
1.771571906354515225e+00 -2.789493375022500388e-02
1.811371237458194283e+00 2.528756950837995898e-02
1.851170568561873120e+00 8.257385399236238932e-02
1.890969899665552179e+00 1.395121969688798425e-01
1.930769230769231015e+00 1.913877145764535381e-01
1.970568561872910074e+00 2.335823722305304662e-01
2.010367892976588688e+00 2.619512408648304591e-01
2.050167224080267747e+00 2.731880909754608178e-01
2.089966555183946806e+00 2.651529311963118918e-01
2.129765886287625865e+00 2.371355836820656648e-01
2.169565217391304479e+00 1.900328038634884198e-01
2.209364548494983538e+00 1.264216147505021759e-01
2.249163879598662596e+00 5.051812196369753760e-02
2.288963210702341655e+00 -3.198132073972459466e-02
2.328762541806020270e+00 -1.141716241022181499e-01
2.368561872909699328e+00 -1.883101419163535351e-01
2.408361204013378387e+00 -2.462670918722817959e-01
2.448160535117057002e+00 -2.800285519831902104e-01
2.487959866220736060e+00 -2.822207607260032169e-01
2.527759197324415119e+00 -2.466218478054569285e-01
2.567558528428094178e+00 -1.686267594122377034e-01
2.607357859531772792e+00 -4.563310047918767154e-02
2.647157190635451851e+00 1.226801793892217107e-01
2.686956521739130910e+00 3.342031134186630448e-01
2.726755852842809524e+00 5.843880649571495667e-01
2.766555183946488583e+00 8.663911136007411695e-01
2.806354515050167642e+00 1.171356961318460899e+00
2.846153846153846700e+00 1.488833386360581823e+00
2.885953177257525315e+00 1.807292544941912382e+00
2.925752508361204374e+00 2.114729021538924059e+00
2.965551839464883432e+00 2.399298981027725652e+00
3.005351170568562047e+00 2.649961485382536175e+00
3.045150501672241106e+00 2.857082262837461251e+00
3.084949832775920164e+00 3.012962049957266242e+00
3.124749163879599223e+00 3.112255982975341340e+00
3.164548494983277838e+00 3.152257137599149051e+00
3.204347826086956896e+00 3.133025792460865766e+00
3.244147157190635955e+00 3.057355775457065938e+00
3.283946488294315014e+00 2.930579703537635528e+00
3.323745819397993628e+00 2.760225350949211176e+00
3.363545150501672687e+00 2.555545077837192203e+00
3.403344481605351746e+00 2.326948561034746454e+00
3.443143812709030360e+00 2.085375419235412586e+00
3.482943143812709419e+00 1.841648270061469805e+00
3.522742474916388478e+00 1.605848010426900618e+00
3.562541806020067536e+00 1.386751568314474659e+00
3.602341137123746151e+00 1.191368117916471459e+00
3.642140468227425210e+00 1.024603051728317782e+00
3.681939799331104268e+00 8.890703032791553717e-01
3.721739130434782883e+00 7.850634949015458108e-01
3.761538461538461942e+00 7.106855314114963740e-01
3.801337792642141000e+00 6.621254146879453906e-01
3.841137123745820059e+00 6.340609638610557042e-01
3.880936454849498674e+00 6.201574933560689562e-01
3.920735785953177732e+00 6.136259335875207110e-01
3.960535117056856791e+00 6.077998455234908670e-01
4.000334448160534961e+00 5.966895769608788758e-01
4.040133779264214020e+00 5.754735363362184497e-01
4.079933110367893079e+00 5.408911160135960738e-01
4.119732441471572137e+00 4.915088785922577808e-01
4.159531772575251196e+00 4.278407438405721352e-01
4.199331103678930255e+00 3.523134489937393976e-01
4.239130434782608425e+00 2.690797644558211577e-01
4.278929765886287484e+00 1.836930389236549610e-01
4.318729096989966543e+00 1.026668319224286474e-01
4.358528428093645601e+00 3.295193394280482302e-02
4.398327759197324660e+00 -1.863064927653712566e-02
4.438127090301003719e+00 -4.595862998691080392e-02
4.477926421404682777e+00 -4.413664180591259090e-02
4.517725752508360948e+00 -9.943615149247575502e-03
4.557525083612040007e+00 5.783529979708657009e-02
4.597324414715719065e+00 1.582188544765159577e-01
4.637123745819398124e+00 2.879984206025919535e-01
4.676923076923077183e+00 4.418705158309259584e-01
4.716722408026756241e+00 6.127265025514675445e-01
4.756521739130435300e+00 7.920813293073436512e-01
4.796321070234113471e+00 9.706128663801916190e-01
4.836120401337792529e+00 1.138775002865744845e+00
4.875919732441471588e+00 1.287441845557523834e+00
4.915719063545150647e+00 1.408537535535180796e+00
4.955518394648829705e+00 1.495606609776178875e+00
4.995317725752508764e+00 1.544283484509046733e+00
5.035117056856187823e+00 1.552626292985831880e+00
5.074916387959865993e+00 1.521289522435937291e+00
5.114715719063545052e+00 1.453521024344018198e+00
