# time_fs temperature_K pressure_eV_per_A3 total_energy_eV
0.000000000000000000e+00 1.178627705404858489e+03 7.421861435324905720e-02 -4.287078544244934619e+02
1.000000000000000000e+00 1.176887448481019646e+03 7.329333373461208168e-02 -4.286214435301426420e+02
2.000000000000000000e+00 1.175385646797475601e+03 7.399361168910603692e-02 -4.285496711505531948e+02
3.000000000000000000e+00 1.174082547179480798e+03 7.736645738876860023e-02 -4.284492981564493448e+02
4.000000000000000000e+00 1.172931004421555372e+03 7.795764713246468303e-02 -4.283528619821931898e+02
5.000000000000000000e+00 1.171909599046351332e+03 7.475900278361713447e-02 -4.282528469464366481e+02
6.000000000000000000e+00 1.171001871265354339e+03 7.559206255454402335e-02 -4.281416418923537321e+02
7.000000000000000000e+00 1.170211505382942050e+03 7.623644477392106655e-02 -4.280236243103473726e+02
8.000000000000000000e+00 1.169557904385239226e+03 7.488024228294644369e-02 -4.278872296077238957e+02
9.000000000000000000e+00 1.169087081398141208e+03 7.561961343700218663e-02 -4.278009461936561024e+02
1.000000000000000000e+01 1.168860755198419383e+03 7.655690567294169691e-02 -4.276975292928661929e+02
1.100000000000000000e+01 1.168940435087038850e+03 7.638605876531055772e-02 -4.276058927301849053e+02
1.200000000000000000e+01 1.169419384193770838e+03 8.064529056266687979e-02 -4.275032288650640453e+02
1.300000000000000000e+01 1.170371114028967895e+03 8.258267173108853332e-02 -4.274469889535787388e+02
1.400000000000000000e+01 1.171835496819727268e+03 8.125330816430123559e-02 -4.273428758474792630e+02
1.500000000000000000e+01 1.173842805984130337e+03 8.157744096885106988e-02 -4.272326453223982412e+02
1.600000000000000000e+01 1.176390923590199236e+03 8.160892677565920184e-02 -4.271460741636377065e+02
1.700000000000000000e+01 1.179450615730065465e+03 8.079098972948528523e-02 -4.271129158202616622e+02
1.800000000000000000e+01 1.182973255314712560e+03 8.084571169324321349e-02 -4.270988045815930718e+02
1.900000000000000000e+01 1.186898210615382368e+03 8.149879322567132878e-02 -4.270252216502079250e+02
2.000000000000000000e+01 1.191133790062474418e+03 8.188954240180335020e-02 -4.270132779125302704e+02
2.100000000000000000e+01 1.195570390080911466e+03 8.060690565198393165e-02 -4.269918440741179211e+02
2.200000000000000000e+01 1.200084092768415758e+03 7.966995644978663860e-02 -4.269813686200341181e+02
2.300000000000000000e+01 1.204534154750977223e+03 8.110172957293890206e-02 -4.269738529171111168e+02
2.400000000000000000e+01 1.208766910076625663e+03 8.711285457329218107e-02 -4.270007855714608240e+02
2.500000000000000000e+01 1.212609440285944856e+03 8.953810888129115630e-02 -4.270451412958539663e+02
2.600000000000000000e+01 1.215905265204240777e+03 8.889233089064715876e-02 -4.270813430045498080e+02
2.700000000000000000e+01 1.218517530674155523e+03 8.937733202969459778e-02 -4.271232958074828616e+02
2.800000000000000000e+01 1.220320429661576327e+03 8.791706091910102272e-02 -4.272124645410050334e+02
2.900000000000000000e+01 1.221249680586330669e+03 8.719683318935175786e-02 -4.272420904317312988e+02
3.000000000000000000e+01 1.221275347944187160e+03 8.836412208831334603e-02 -4.273171287958410858e+02
3.100000000000000000e+01 1.220436530927260037e+03 8.713296517155680321e-02 -4.274626059206549371e+02
3.200000000000000000e+01 1.218815252611900178e+03 8.501790066531657308e-02 -4.275558528408514576e+02
3.300000000000000000e+01 1.216543677110922999e+03 8.507640716634289058e-02 -4.276304703808827981e+02
3.400000000000000000e+01 1.213787733601729769e+03 8.153394685543349785e-02 -4.276486285717355713e+02
3.500000000000000000e+01 1.210745518749724624e+03 8.122042688811020872e-02 -4.277449795362913960e+02
3.600000000000000000e+01 1.207623165080377248e+03 7.967373798909614668e-02 -4.277790366567965066e+02
3.700000000000000000e+01 1.204605942985746424e+03 8.102228264603525409e-02 -4.278028471133084736e+02
3.800000000000000000e+01 1.201856795653812014e+03 8.056297054223629517e-02 -4.278290343235087789e+02
3.900000000000000000e+01 1.199505483434516236e+03 8.048605148211826488e-02 -4.278427711085441842e+02
4.000000000000000000e+01 1.197623095240376642e+03 7.977521429913779494e-02 -4.278535305847781274e+02
4.100000000000000000e+01 1.196246403587268105e+03 7.545704957392365686e-02 -4.278629403616598097e+02
4.200000000000000000e+01 1.195361165814596234e+03 7.541283415429310411e-02 -4.278766665900949988e+02
4.300000000000000000e+01 1.194918195238929229e+03 7.561467517067631261e-02 -4.278283185960570449e+02
